CODE,NAME
0301D0040,MID WAY NURSERY SCH
0301D0041,H/N C 378/3 (SUPER SERVICE)
0301D0042,CHURCH OF PENTECOST
0301D0043,YMCA
0301D0044,NANA NKETIA/MERCY PREP SCH
0301D0045,NORTH RIDGE LYCEUM (MODEL NURSERY SCH)
0301D0046,ACCRA HIGH SEC SCH
0301D0047,ART CENTRE (1)
0301D0048,MINISTRY POLICE STATION (DOVVSU)
0301D0049,ST BARNABAS ANGLICAN PRIM SCH
0301D0050,CHIEF'S PALACE NO 1
0301D0051,AMANTRA DAY CARE CENTRE
0301D0052,CDR FORMER OFFICE
0301D0053,UNITED FAITH ASSEMBLY
0301D0054,NII WE AGBLANSHIE
0301D0055,PWD MAINTENANCE UNIT CASTLE (1)
0301D0056,ABOM PRESBY CHURCH
0301D0057,(SUPER) F 164/3
0301D0058,ROYAL INTERNATIONAL SCHOOL
0301D0059,OSU CINEMA HALL (1)
0301D0060,APOSTOLIC CHURCH OF GHANA
0301D0061,BLOGODO GARDEN (1)
0301D0062,ROMAN CATHOLIC PRIM SCH
0301D0063,TEACHER MOTA NURSERY NO 1
0301D0064,OSU POLICE BARRACKS (1)
0301D0065,OIC ANNEX
0301D0066,NEAR HERBERT MENSAH'S HSE
0301D0067,MANHEAN 5 JSS
0301D0068,EDINGHBURG PREP SCH (IN FRONT OF ASH FOAM SHOP)
0301D0069,EL-SHADDAI STUDY CENTRE (1)
0301D0070,CHURCH OF PENTECOST
0301D0071,SIC CLUB HSE
0301D0072,SALEM 1 and 3 PRIM SCH
0301D0073,FAITH EVANGELICAL CHURCH
0301D0074,PWD UNIT STATES HSE
0301D0075,SALEM SEC SCH (1)
0301D0076,SILENT CAFÃ‰
0301D0077,RINGWAY ESTATES JSS (1)
0301D0078,SCHOOL OF JOURNALISM
0301D0079,RIDGE CHURCH SCH
0302-0001,MILE 7 POLICE STATION N/A
0302-0002,KINGSBY HOTEL N/A
0302-0003,AZUMA NELSON'S  HOUSE N/A
0302-0004,ST. ANTHONY PRIM SCH. N/A
0302-0005,CHURCH PENTECOST-SOUTH OFANKOR
0302-0006,GOLDEN DOOR HOTEL TANTRA HILL
0302-0007,ST. JOHN BAPTIST CHURCH TANTRA HILL
0302-0008,ST JOHN `S METH. CHURCH TANTRA HILL
0302-0009,AFRICAN CHILD J H S TANTRA HILLS
0302-0010,MODERN HOTEL MILE 7
0302-0011,ST JOHN GRAMMAR SCH. N/A
0302-0012,PRESBYTERIAN PRIM. SCH. N/A
0302-0013,EVANGELICAL PRESBY CHURCH ALHAJI
0302-0014,SOUND FOUNDATION SCH. NII ANKRAMAN
0302-0015,UNITY PENTECOSTAL CHURCH ALHAJI
0302-0016,METH. CHURCH-ALHAJI
0302-0017,ROYAL GOSPEL PREPARATORY SCH. NII ANKRAMAN
0302-0018,ASSEMBLIES OF GOD CHURCH -NII ANKRAMAN
0302-0019,AGYA HERBAL CENTRE OFANKOR
0302-0020,PRESBYTERIAN CHURCH -NORTH OFANKOR
0302-0021,ANGLICAN PRIM. SCH. OFANKOR
0302-0022,CHRIST IMPACT CHURCH OFANKOR
0302-0023,M/A JHS OFANKOR
0302-0024,S.D.A. CHURCH OFANKOR
0302-0025,APOSTOLIC CHURCH OF GHANA OFANKOR
0302-0026,METH PRIM. SCH. AMAMORLEY
0302-0027,M/A JHS ASOFA
0302-0028,YAHWE INT. SCH.-ASOFA
0302-0029,ST BENEDICT CATHOLIC CHURCH ASOFA
0302-0030,RAINBOW  SPOT OFANKOR
0302-0031,AGENDA 2K OFANKOR
0302-0032,PENTECOST CHURCH -ASOFA NEW TOWN
0302-0033,M/A PRIM SCH OMANJOR
0302-0034,HALEM INT. SCH ASOFA
0302-0035,MENSAH ADDO PREP SCH-OMANJOR
0302-0036,MOTHER REBECCA`S SCH. ASOFA
0302-0037,HIS GRACE SCH. ACP POKUASE
0302-0038,REV. H AFENI PRIM. SCH. POKUASE
0302-0039,SDA CHURCH POKUASE
0302-0040,PRESBY CHURCH POKUASE
0302-0041,M/A JHS POKUASE
0302-0042,"METH CHURCH,POKUASE"
0302-0043,AMPAX HOTEL POKUASE WEST
0302-0044,M/A PRIM SCH. AYAWASO
0302-0045,USMAN BUN AFFAN BASIC SCH.AMANFROM
0302-0046,PRESBY CHURCH FISE
0302-0047,MENNONITE CHURCH ABEHENEASE
0302-0048,"GPRTU OFFICE, ABENSU"
0302-0049,HALLOWED INT. CHURCH AFIAMAN
0302-0050,JEHOVAH WITNESS CHURCH AFIAMAN
0302-0051,"MOUNT ARARAT  CHURCH, STADIUM AFIAMAN"
0302-0052,M/A PRIM SCH KATAPOR
0302-0053,M/A PRIM SCH  BODUMASE
0302-0054,M/A PRIM SCH DEDEIMAN
0302-0055,M/A PRIM SCH OTSIRIKOMFO
0302-0056,PRESBY PRIM SCH OSOFOEMAN
0302-0057,METH CHURCH MAYERA
0302-0058,M/A PRIM SCH. ADUSA
0302-0059,"COMMUNITY CENTRE, OSRODOMPE"
0302-0060,"CHRIST FOUNDATION MINISTRY, OTAOMINA"
0302-0061,M/A PRIM. SCH. ODUMASE-SAMSAM
0302-0062,"M/A PRIM SCH , MPEHUASEM"
0302-0063,PRESBY PRIM SCH SAMSAM
0302-0064,"CHIEF'S PALACE, KORLEMAN"
0302-0065,M/A PRIM SCH. MANTSI
0302-0066,DIST. MAGISTRATE COURT POKUASE
0302-0067,URBAN ROADS OFF. AMASAMAN
0302-0068,POST OFFICE AMASAMAN
0302-0069,METH. CHURCH AMASAMAN
0302-0070,RAILWAYS OFF. AMASAMAN
0302-0071,"CENTRAL MOSQUE ZONGO, AMASAMAN"
0302-0072,GRACE FILLING STATION AMASAMAN
0302-0073,CELESTINE MEMORIAL SCH. SHIKPONTELE
0302-0074,M/A PRIM. SCHOOL  KPOBIKORPE
0302-0075,COMMUNITY CENTRE FAASE
0302-0076,M/A PRIMARY SCH SARPEIMAN
0302-0077,M/A PRIM. SCH OPAH
0302-0078,PRIVATE SCH.POBIMAN
0302-0079,"CHURCH OF PENTECOST, TREBAKOPE"
0302-0080,M/A  PRIM SCH. KUTUNSE
0302-0081,GRACE COMM. INT. SATELLITE KUTUNSE
0302-0082,"LORD KRISHNA ACADEMY, MEDIE"
0302-0083,CENTRAL MOSQUE MEDIE
0302-0084,ASSEMBLIES OF GOD CHURCH HEBRON
0302-0085,M/A JHS MEDIE-KITIWA
0302-0086,M/A PRIM SCH AKOTOSHIE
0302-0087,"COMMUNITY CENTRE, AKOTOSHIE NO. 1"
0302-0088,RAILWAYS OFF. PAPASE
0302-0089,RAILWAYS OFF. KOTOKU
0302-0090,PRESBY CHURCH AMOAMAN KOTOKU
0302-0091,PRESBY PRIM SCH NIITSURUMAN-KOTOKU
0302-0092,"THREE 3 JUNCTION , ABEHENEASE"
0302-0093,M/A JHS ACHIAMAN
0302-0094,METH PRIM SCH. DOBLO - GONNO
0302-0095,METH. PRIM SCH KWASHIEKUMA
0302-0096,CLINIC CENTRE ONYANSANA
0302-0097,METH CHURCH KOJO-ASHONG
0302-0098,METH PRIM SCH. OKUSHIEBIADE
0302-0099,M/A JHS AYIKAI-DOBLO
0302-0100,MENNONITE CHURCH OBEYEYIE
0302-0101,M/A JHS ODUMASE
0302-0102,"LIBERTY INTERNATIONAL CHURCH, OSHIUMAN"
0302-0103,M/A PRIM SCH NSAKINA
0302-0104,METH CHURCH ODUMAN
0302-0105,COMM CLINIC ODUMAN
0302-0106,CHURCH OF PENTECOST ABEASE
0302-0107,AKYEABEA TUROM SCH. JOMA
0302-0108,BEST OF THE BEST PREP SCH BORKORBORKOR
0302-0109,"TRANSFORMER, ODUMAN"
0302-0110,M/A PRIM SCH AFUAMAN
0302-0111,GREAT ROCK REDEEMER CHURCH MANHEAN
0302A0001,"M.A JHS, NGLESHIE AMANFRO"
0302A0002,"ST. PETER'S CATHOLIC SCH, NGLESHIE AMANFRO"
0302A0003,"31ST DEC. DAY CARE CENTRE, NGLESHIE AMANFRO"
0302A0004,"M.A PRIM SCH, NGLESHIE AMANFRO"
0302A0005,"MOUNTAIN TOP CHAPEL, NGLESHIE AMANFRO"
0302A0006,"RESIDENT WELFARE ASSOC, IRON CITY-AMANFRO"
0302A0007,"DAIRUS INT'L SCH, NGLESHIE AMANFRO"
0302A0008,"OBOLO STORE, TOP TOWN-NGLESHIE AMANFRO"
0302A0009,"BARBARA INT'L SCH, TOP TOWN-NGLESHIE AMANFRO"
0302A0010,"UPPER JOY SCH, NGLESHIE AMANFRO"
0302A0011,"M A PRIM SCH, GALILEA"
0302A0012,"CHRIST APOSTOLIC CHURCH, GALILEA"
0302A0013,"GOSPEL HEALING CHURCH, OMANKOPE"
0302A0014,"CHURCH OF PENTECOST, TOMEFA"
0302A0015,"ST. SAY PREP SCH, GALILEA"
0302A0016,"WISDOM SCH, GALILEA"
0302A0017,"M.A BASIC SCHOOLS, APLAKU"
0302A0018,"E.P. CHURCH, TSOKOMEY"
0302A0019,"TEMP BOOTH, AYIGBE TOWN"
0302A0020,"TEMP BOOTH, FAAJIEMOHE"
0302A0021,"LINKSFIELD PREP SCH, NEW APLAKU"
0302A0022,"ST. KAROL NURSING SCHOOL, ISRAEL APLAKU"
0302A0023,"SHILOH PREP SCH, BORTIANOR"
0302A0024,"METH PRIM SCH, BORTIANOR"
0302A0025,"TOLL BOOTH LORRY STATION, GEDAN TUBA JUNCTION"
0302A0026,"MUNIRANIYYA ISLAMIC SCHOOL, GEDAN TUBA"
0302A0027,"NEW COVENANT SCH, GEDAN TUBA"
0302A0028,"FATHER'S  LEGACY SCH, TUBA KUWAIT-GEDAN TUBA"
0302A0029,"TEMP BOOTH, BEACH DRIVE ESTATES"
0302A0030,"ACADEMY OF AFRICAN ARTS AND MUSIC, KOKROBITEY"
0302A0031,"OLD LORRY STATION, KOKROBITEY-KROTIA"
0302A0032,"M.A. PRIM SCH, KOKROBITEY"
0302A0033,"TEMP BOOTH, LANGMA"
0302A0034,"FILLING STATION, OSHIYIE"
0302A0035,"METHODIST CHURCH, SAMPAMAN"
0302A0036,"FOOT OF APLAKU CHAPEL HILL, NEW APLAKU"
0302A0037,"CHRISTIAN METH. SNR HIGH SCH, NEW APLAKU"
0302A0038,"UNIVERSITY COLLEGE OF MGT STUDIES, NEW APLAKU"
0302A0039,"SETHDEL COMPLEX SCH, NEW APLAKU"
0302A0040,"REDEEMER SCHOOL, MILE 11-NEW BORTIANOR"
0302A0041,"STARTRITE MONTESSORI SCH, NEW BORTIANOR"
0302A0042,"BELIEVERS INT'L SCH, NEW BORTIANOR"
0302A0043,"TEMP BOOTH, BROADCASTING-KORKORDJOR"
0302A0044,"TEMP BOOTH, RED TOP-DUNKONAH"
0302A0045,"CBS PREP SCH, BROADCASTING TOP-NEW BORTIANOR"
0302A0046,"M.A. METH PRIM SCH, WEIJA"
0302A0047,"M.A. JHS, WEIJA-ZONGO"
0302A0048,"POLICE STATION, WEIJA"
0302A0049,"MARKET SQUARE, WEIJA"
0302A0050,"JESUS OUR SAVIOUR MINISTRY, UPPER WEIJA"
0302A0051,"METHODIST CHURCH, JANMAN"
0302A0052,"TECHFARM ACADEMY, NEW WEIJA"
0302A0053,"BLESSED GENERATION SCH, NEW WEIJA"
0302A0054,"PENTECOST PRAYER CAMP, MANDELA-NEW WEIJA"
0302A0055,"MT. AMELEPO PRAYER CAMP, NEW WEIJA"
0302A0056,"TAXI RANK, OLD BARRIER-NEW WEIJA"
0302A0057,"GOIL FILLING STATION, NEW WEIJA"
0302A0058,"SCC TAXI RANK, NEW WEIJA"
0302A0059,"ONE PLUS ONE, SCC INSIDE-NEW WEIJA"
0302A0060,"NEW VISION HOTEL, NEW WEIJA"
0302A0061,"EBENEZER FUNERAL PARLOUR, NEW WEIJA"
0302A0062,"TEMP BOOTH, AZUMA LAST STOP-NEW WEIJA"
0302A0063,"GOD'S WONDERFUL CHURCH, NEW TETTEGU"
0302A0064,"M.A. PRIM SCH, OBLOGO"
0302A0065,"MT. CARMEL METH CHURCH, OBLOGO"
0302A0066,"ITS, OBLOGO"
0302A0067,"TEMP BOOTH, OLD TETTEGU"
0302A0068,"PRINCESS NURSERY, MALLAM"
0302A0069,"CATHOLIC CHURCH, MALLAM"
0302A0070,"TEMP BOOTH, KWASHIE ATOM"
0302A0071,"PENTECOST VOCATIONAL TECH, MALLAM"
0302A0072,"PRESBYTERIAN CHURCH, MALLAM"
0302A0073,NEW LIFE PREPARATORY SCHOOL MALLAM
0302A0074,"CHURCH OF PENTECOST, MALLAM"
0302A0075,"ZONGO MOSQUE, MALLAM"
0302A0076,"LIVING FAITH SCH, KOKROKO-MALLAM"
0302A0077,"MALABERT SCH, GBAWE"
0302A0078,"VELOCITY SCH, GBAWE"
0302A0079,"METH PRIM SCH, GBAWE"
0302A0080,"GBAWE INT'L SCH, GBAWE"
0302A0081,PRESBYTERIAN CHURCH GBAWE
0302A0082,"TAXI RANK, BULEMI-GBAWE"
0302A0083,"METHODIST CHURCH, BANK QUARTERS-GBAWE"
0302A0084,"ACROPOLIS SCH, GBAWE"
0302A0085,"LORRY STATION, GONSE DOWN-GBAWE"
0302A0086,"ANSON SNR HIGH SCH, TOP BASE-GBAWE"
0302A0087,"MOUNT ZION NURSERY, NEW GBAWE"
0302A0088,"M. A PRIM. SCH, NEW GBAWE"
0302A0089,"C P LAST STOP, NEW GBAWE"
0302A0090,AGGREY MEMORIAL SCH. NEW GBAWE
0302A0091,"DIVINE ACADEMY, NEW GBAWE"
0302A0092,"GOOD SHEPHERED INT. SCH, NEW GBAWE"
0302A0093,"MENDSKROM MOTEL, MACARTHY HILL"
0302A0094,"REHABILITATION CENTRE, MACARTHY HILL"
0302A0095,"CHURCH OF PENTECOST, MANGO LINE-MACARTHY HILL"
0302A0096,"METHODIST CHURCH, MACARTHY HILL"
0302A0097,"CHURCH OF PENTECOST, WIABOMAN"
0302A0098,"TAXI RANK, MACARTHY HILL TOP"
0302A0099,"M.A JHS, NSUOBRI"
0302A0100,"M.A PRIM SCH, OBOSOMASE"
0302A0101,"M.A PRIM SCH, MMAMPEHIA"
0302A0102,"M.A PRIM SCH, AKWEIMAN"
0302A0103,"M.A PRIM SCH, ASUOM"
0302A0104,"ANGLICAN CHURCH, JEI-KRODUA"
0302A0105,"APOSTOLIC CHURCH, JEI-KRODUA"
0302A0106,"M.A PRIM SCH, FANTEMAYERA"
0302A0107,"M.A PRIM SCH, OBELIAKUA"
0302A0108,"CHIEF'S HOUSE, AFAJATOR"
0302A0109,"M.A PRIM SCH, PANFO"
0302A0110,"COLD STORE, TENBIBIAN"
0302A0111,"CHURCH OF PENTECOST, AGBAZO"
0302A0112,"M.A PRIM SCH, OBOM"
0302A0113,"M.A PRIM SCH, OBO KWASHIE"
0302A0114,"M.A PRIM SCH, ODUMAN-ASUABA"
0302A0115,"DRUG STORE, KOJOMAN"
0302A0116,"NURSERY SCH, OKAIDJAMAN"
0302A0117,"M.A PRIM SCH, FANKYENEKOR"
0302A0118,"M.A PRIM SCH, PAANOR"
0302A0119,"M.A PRIM SCH, KOFI KWEI"
0302A0120,"CHURCH OF PENTECOST, AYIDAN"
0302A0121,METHODIST PRIM SCH DOMEABRA
0302A0122,"GREAT SAS PREP SCH, DOMEABRA"
0302A0123,"TEMP BOOTH, AFADI"
0302A0124,"M.A PRIM SCH, DANCHIRA"
0302A0125,"M.A PRIM SCH, BALAGONNOR"
0302A0126,"M.A PRIM SCH, AMOOMAN"
0302A0127,"M.A PRIM SCH, ASHALAJA"
0302A0128,"HEALTH POST, KWAME ANUM"
0302A0129,"M.A. PRIM SCH, OBAKROWA"
0302A0130,"M.A PRIM SCH, HOBOR"
0302A0131,"CENTRAL MOSQUE, ADIEMBRA"
0302B0001,EBENEZER MEMORIAL SCH. AWOSHIE
0302B0002,"APOSTLE SAFO'S SCH OF SCIENCES, AWOSHIE"
0302B0003,"ODORGONNOR MODEL SCH, AWOSHIE"
0302B0004,"CRUSADE ACADEMY, A-LANG. AWOSHIE"
0302B0005,"MOUNT PLEASANT INT'L SCH, AWOSHIE"
0302B0006,"LORRY STATION, PALLAS TOWN ANYAA"
0302B0007,"DEEPER LIFE JUNCTION, ANYAA"
0302B0008,"TEMP BOOTH, ANYAA"
0302B0009,"CHRISTIAN VALLEY INT SCH, ANYAA"
0302B0010,"M A BASIC SCHOOLS, ANYAA"
0302B0011,"APANFO EXPERIMENTAL SCH, ANYAA"
0302B0012,"MARKET SQUARE, ANYAA"
0302B0013,"NIC, ANYAA"
0302B0014,"RIDGE COMMUNITY SCH, NIC EAST ANYAA"
0302B0015,"YOUNG SOULS SCH, ABLEKUMA"
0302B0016,"ABIBIMAN SCH FAN MILK, ABLEKUMA"
0302B0017,"ZOE PREP SCH, ABLEKUMA"
0302B0018,RIT'S ACADEMY SCHOOL OLUBU
0302B0019,VICOLIS SCHOOL OLUBU
0302B0020,ANGLICAN PRIM SCH ABLEKUMA
0302B0021,NICOBETH SCHOOL ABLEKUMA
0302B0022,LORRY STATION NEW TOWN ABLEKUMA
0302B0023,"MARKATE PREP SCH, PENTECOST DOWN-ABLEKUMA"
0302B0024,"VICTORY SCHOOL, ABLEKUMA"
0302B0025,"LORRY STATION, GONSE AGAPE"
0302B0026,"FUTURE LINK PREP SCH, SANTA MARIA"
0302B0027,"B-KONTONKYI PREP SCH, SANTA MARIA"
0302B0028,ANCHOR OF HOPE PREP SCH SANTA MARIA
0302B0029,"SANTA MARIA SCHOOL COMPLEX, SANTA MARIA"
0302B0030,"BLUE KIOSK, ANTE ANKU"
0302B0031,"STEPHENSON INT'L SCH, SANTA MARIA"
0302B0032,"LAST STOP, SOWUTUOM"
0302B0033,"CHRIST PREACHERS CHURCH, SOWUTUOM"
0302B0034,"GOLDEN ERA SCH, SOWUTUOM"
0302B0035,"ADU GYAMFI SCH, SOWUTUOM"
0302B0036,"MY REDEEMER SCH, SOWUTUOM"
0302B0037,"PENTECOST UNIVERSITY COLLEGE, SOWUTUOM"
0302B0038,"LORRY STATION, LOMNAVA"
0302B0039,"CATHOLIC SEMINARY, LOMNAVA"
0302B0040,"LIBERTY SCHOOL, LOMNAVA"
0302B0041,"VICTORY PREP SCH, LOMNAVA"
0302B0042,"LORRY STATION, ISRAEL"
0302B0043,"SALVATION ARMY, CHANTAN"
0302B0044,"THE SAVIOUR CHURCH, TABORA"
0302B0045,"THE APOSTOLIC CHURCH, NII OKAIMAN"
0302B0046,"FAITH PREP SCH, NII OKAIMAN"
0302B0047,"LIVING SPRING PREP SCH, TABORA"
0302B0048,"BETHEL FOUNDATION CHURCH, NII OKAIMAN"
0302B0049,"KINGDOM OF PRAYER CHURCH, ALHAJI"
0302B0050,"COSMOS PRIM SCH, CHANTAN"
0302B0051,"PRESBYTERIAN CHURCH, CHANTAN"
0302B0052,"CHURCH OF PENTECOST, CHANTAN"
0302B0053,"ALSWELL INT'L SCH, CHANTAN"
0302B0054,"KUBINSON INTERNATIONAL SCH, KWASHIE BU"
0302B0055,"RECT ACADEMY, KWASHIE BU"
0302B0056,"OPTIMIST SCHOOL, KWASHIE BU"
0302B0057,"DAM LYCEUM, KWASHIE BU"
0302B0058,"E P CHURCH, KWASHIE BU"
0302B0059,"TROTRO STATION RACE COURSE, KWASHIE BU"
0303-0001,PRESBY PRIM SCH ABOKOBI
0303-0002,KLOKOTO CHIEF PALACE
0303-0003,SDA CHURCH SESEMI
0303-0004,DAY CARE CENTRE AKPORMAN
0303-0005,HOLY GABRIEL HEALING CHURCH BOI
0303-0006,D C PRIM SCH ADENKLEBI
0303-0007,ASSEMBLIES OF GOD ABOKOBI- ADANSE
0303-0008,ABOKOBI WOMEN DEVT. TRAINING CENTRE
0303-0009,ABLADJEI OPPOSITE WELDER
0303-0010,E P CHURCH ABLADJEI NEW SITE
0303-0011,PRESBY CHURCH PARAKUO
0303-0012,ASCENSION PRESBY CHURCH AGBOGBA
0303-0013,CHRIST APOSTOLIC CHURCH INTER. AGBOGBA
0303-0014,D C PRIMAR SCHOOL AGBOGBA NO 1
0303-0015,D A PRIMARY SCHOOL OLD ASHONGMAN NO 1
0303-0016,EUNICHARLES INT SCH NEW AGBOGBA
0303-0017,APOSTOLIC CHURCH SUN CITY
0303-0018,WISCONSIN UNIVERSITY COLLEGE HAATSO
0303-0019,HARRIS BAPTIST CHAPEL HAATSO
0303-0020,ANGLICAN CHURCH HAATSO NO 1
0303-0021,CALVARY PRESBY PRIM SCH HAATSO NO 1
0303-0022,UNITY ASSEMBLIES OF GOD HAATSO
0303-0023,AMAZING FAITH PREP SCH HAATSO
0303-0024,DEEPER LIFE CHURCH PAAPAO
0303-0025,ST ELIZABETH PREP SCH WEST LEGON
0303-0026,"MOVERS COURT, HAATSO"
0303-0027,NAT RABBIT PROJECT SITE
0303-0028,D C PRIM SCHOOL ATOMIC
0303-0029,HOUSE OF PRAISE MINISTRY
0303-0030,SOUL CARE ASSEM OF GOD FREETOWN
0303-0031,NOVELTY ACADEMY ASHONGMAN
0303-0032,ATOMIC HILL DEMONSTRATION SCH NO 1 ASH EST.
0303-0033,BETHEL PRAYER CAMP
0303-0034,CHURCH OF PENTECOST MUSUKO
0303-0035,SHAMMAH ASSEM OF GOD ASHONGMAN EST
0303-0036,OFORIKROM AMUSING CENTRE
0303-0037,CECILIA INT SCHOOL NARHMAN
0303-0038,GILGAL PRESBY CHURCH MUSUKO
0303-0039,SKY HIGH PEP SCHOOL  ASHONGMAN
0303-0040,D/C PRIM SCH KWABENYA NO 1
0303-0041,CHRIST ALONE CHAPEL ADJEI MANKATA
0303-0042,BALLON GATE KWABENYA
0303-0043,"GLOBAL EVANG CHURCH, MUSUKO"
0303-0044,THE LORDS PENTECOSTAL CHURCH KWABENYA
0303-0045,ANGLICAN PRIMARY SCHOOL NO 1 DOME
0303-0046,PECULIER PEOPLES CHURCH NO 1 DOME
0303-0047,PERFECT PREPARYTORY SCHOOL DOME NO 2
0303-0048,TRINITY ACADEMY DOME NO1
0303-0049,HIGH PRIEST ACADAMY DOME NO 1
0303-0050,NEW FOUNTAIN ERODITE ACADEMY DOME OKO
0303-0051,PRESBY CHURCH OKO NO 1
0303-0052,WEST AFRICAN HARDWARE NEW ACHIMOTA
0303-0053,POWER CHAPEL NEW ACHIMOTA
0303-0054,PARADISE CHILDREN ACADEMY DOME
0303-0055,SOUL WINNING ASSEMBLIES OF GOD DOME PILLA 2
0303-0056,ST JOSEPH PREPARATORY SCHOOL
0303-0057,GLORY OF ZION PREPARATORY SCHOOL
0303-0058,ROYAL DAIDEN NURSARY SCH DOME NO 1
0303-0059,GARDEN OF EDEN NURSARY SCHOOL
0303-0060,CHURCH OF PENTECOST DOME NO 1
0303-0061,GREENHILL J H S DOME
0303-0062,APOSTOLIC CHURCH AYIGBE TOWN
0303-0063,"NEW LIGHT GOSPEL CHURCH, DOME"
0303-0064,STAR OF THE EAST PREP SCH TAIFA
0303-0065,CHRIST APOSTOLIC CHURCH TAIFA
0303-0066,PRESBY CHURCH TAIFA NO 1
0303-0067,NEW CITY LODGE TAIFA
0303-0068,LIFE WAY CHAPEL TAIFA
0303-0069,TAIFA COMMUNITY SCHOOL
0303-0070,BETHEL ASSOCIATION PREP SCH TAIFA NO 1
